UID	set	resource	cell_line_name	time	2D_3D	stimuli	compound_name_1	dosage_1	compound_name_2	dosage_2	compound_name_3	dosage_3	compound_name_4	dosage_4
set48_178	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	OMIPALISIB	0.625uM						
set48_179	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	OMIPALISIB	2.5uM						
set48_180	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	OMIPALISIB	10uM						
set48_322	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	PD0325901	0.625uM						
set48_323	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	PD0325901	2.5uM						
set48_324	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	PD0325901	10uM						
set48_754	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	MK2206	0.625uM						
set48_755	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	MK2206	2.5uM						
set48_756	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	MK2206	10uM						
set48_898	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	RAPAMYCIN	0.625uM						
set48_899	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	RAPAMYCIN	2.5uM						
set48_900	set48	Gordon B. Mills	BAF3 CONTROL	30min		No IL3	RAPAMYCIN	10uM						
set48_182	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	OMIPALISIB	0.625uM						
set48_183	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	OMIPALISIB	2.5uM						
set48_184	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	OMIPALISIB	10uM						
set48_326	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	PD0325901	0.625uM						
set48_327	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	PD0325901	2.5uM						
set48_328	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	PD0325901	10uM						
set48_758	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	MK2206	0.625uM						
set48_759	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	MK2206	2.5uM						
set48_760	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	MK2206	10uM						
set48_902	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	RAPAMYCIN	0.625uM						
set48_903	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	RAPAMYCIN	2.5uM						
set48_904	set48	Gordon B. Mills	BAF3 CONTROL	30min		with IL3	RAPAMYCIN	10uM						
set48_202	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	OMIPALISIB	0.625uM						
set48_203	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	OMIPALISIB	2.5uM						
set48_204	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	OMIPALISIB	10uM						
set48_346	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	PD0325901	0.625uM						
set48_347	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	PD0325901	2.5uM						
set48_348	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	PD0325901	10uM						
set48_778	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	MK2206	0.625uM						
set48_779	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	MK2206	2.5uM						
set48_780	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	MK2206	10uM						
set48_922	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	RAPAMYCIN	0.625uM						
set48_923	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	RAPAMYCIN	2.5uM						
set48_924	set48	Gordon B. Mills	BAF3 P85A WT	30min		No IL3	RAPAMYCIN	10uM						
set48_206	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	OMIPALISIB	0.625uM						
set48_207	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	OMIPALISIB	2.5uM						
set48_208	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	OMIPALISIB	10uM						
set48_350	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	PD0325901	0.625uM						
set48_351	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	PD0325901	2.5uM						
set48_352	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	PD0325901	10uM						
set48_782	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	MK2206	0.625uM						
set48_783	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	MK2206	2.5uM						
set48_784	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	MK2206	10uM						
set48_926	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	RAPAMYCIN	0.625uM						
set48_927	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	RAPAMYCIN	2.5uM						
set48_928	set48	Gordon B. Mills	BAF3 P85A WT	30min		with IL3	RAPAMYCIN	10uM						
set48_226	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	OMIPALISIB	0.625uM						
set48_227	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	OMIPALISIB	2.5uM						
set48_228	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	OMIPALISIB	10uM						
set48_370	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	PD0325901	0.625uM						
set48_371	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	PD0325901	2.5uM						
set48_372	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	PD0325901	10uM						
set48_802	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	MK2206	0.625uM						
set48_803	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	MK2206	2.5uM						
set48_804	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	MK2206	10uM						
set48_946	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	RAPAMYCIN	0.625uM						
set48_947	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	RAPAMYCIN	2.5uM						
set48_948	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		No IL3	RAPAMYCIN	10uM						
set48_230	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	OMIPALISIB	0.625uM						
set48_231	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	OMIPALISIB	2.5uM						
set48_232	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	OMIPALISIB	10uM						
set48_374	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	PD0325901	0.625uM						
set48_375	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	PD0325901	2.5uM						
set48_376	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	PD0325901	10uM						
set48_806	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	MK2206	0.625uM						
set48_807	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	MK2206	2.5uM						
set48_808	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	MK2206	10uM						
set48_950	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	RAPAMYCIN	0.625uM						
set48_951	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	RAPAMYCIN	2.5uM						
set48_952	set48	Gordon B. Mills	BAF3 PIK3R1 E160*	30min		with IL3	RAPAMYCIN	10uM						
set48_250	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	OMIPALISIB	0.625uM						
set48_251	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	OMIPALISIB	2.5uM						
set48_252	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	OMIPALISIB	10uM						
set48_394	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	PD0325901	0.625uM						
set48_395	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	PD0325901	2.5uM						
set48_396	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	PD0325901	10uM						
set48_826	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	MK2206	0.625uM						
set48_827	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	MK2206	2.5uM						
set48_828	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	MK2206	10uM						
set48_970	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	RAPAMYCIN	0.625uM						
set48_971	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	RAPAMYCIN	2.5uM						
set48_972	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		No IL3	RAPAMYCIN	10uM						
set48_254	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	OMIPALISIB	0.625uM						
set48_255	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	OMIPALISIB	2.5uM						
set48_256	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	OMIPALISIB	10uM						
set48_398	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	PD0325901	0.625uM						
set48_399	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	PD0325901	2.5uM						
set48_400	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	PD0325901	10uM						
set48_830	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	MK2206	0.625uM						
set48_831	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	MK2206	2.5uM						
set48_832	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	MK2206	10uM						
set48_974	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	RAPAMYCIN	0.625uM						
set48_975	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	RAPAMYCIN	2.5uM						
set48_976	set48	Gordon B. Mills	BAF3 PIK3R1 R348*	30min		with IL3	RAPAMYCIN	10uM						
set48_274	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	OMIPALISIB	0.625uM						
set48_275	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	OMIPALISIB	2.5uM						
set48_276	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	OMIPALISIB	10uM						
set48_418	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	PD0325901	0.625uM						
set48_419	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	PD0325901	2.5uM						
set48_420	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	PD0325901	10uM						
set48_850	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	MK2206	0.625uM						
set48_851	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	MK2206	2.5uM						
set48_852	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	MK2206	10uM						
set48_994	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	RAPAMYCIN	0.625uM						
set48_995	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	RAPAMYCIN	2.5uM						
set48_996	set48	Gordon B. Mills	BAF3 KRAS	30min		No IL3	RAPAMYCIN	10uM						
set48_278	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	OMIPALISIB	0.625uM						
set48_279	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	OMIPALISIB	2.5uM						
set48_280	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	OMIPALISIB	10uM						
set48_422	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	PD0325901	0.625uM						
set48_423	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	PD0325901	2.5uM						
set48_424	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	PD0325901	10uM						
set48_854	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	MK2206	0.625uM						
set48_855	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	MK2206	2.5uM						
set48_856	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	MK2206	10uM						
set48_998	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	RAPAMYCIN	0.625uM						
set48_999	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	RAPAMYCIN	2.5uM						
set48_1000	set48	Gordon B. Mills	BAF3 KRAS	30min		with IL3	RAPAMYCIN	10uM						
set48_298	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	OMIPALISIB	0.625uM						
set48_299	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	OMIPALISIB	2.5uM						
set48_300	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	OMIPALISIB	10uM						
set48_442	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	PD0325901	0.625uM						
set48_443	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	PD0325901	2.5uM						
set48_444	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	PD0325901	10uM						
set48_874	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	MK2206	0.625uM						
set48_875	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	MK2206	2.5uM						
set48_876	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	MK2206	10uM						
set48_1018	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	RAPAMYCIN	0.625uM						
set48_1019	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	RAPAMYCIN	2.5uM						
set48_1020	set48	Gordon B. Mills	BAF3 GR15	30min		No IL3	RAPAMYCIN	10uM						
set48_302	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	OMIPALISIB	0.625uM						
set48_303	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	OMIPALISIB	2.5uM						
set48_304	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	OMIPALISIB	10uM						
set48_446	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	PD0325901	0.625uM						
set48_447	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	PD0325901	2.5uM						
set48_448	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	PD0325901	10uM						
set48_878	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	MK2206	0.625uM						
set48_879	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	MK2206	2.5uM						
set48_880	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	MK2206	10uM						
set48_1022	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	RAPAMYCIN	0.625uM						
set48_1023	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	RAPAMYCIN	2.5uM						
set48_1024	set48	Gordon B. Mills	BAF3 GR15	30min		with IL3	RAPAMYCIN	10uM						
set48_330	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	OMIPALISIB	0.625uM						
set48_331	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	OMIPALISIB	2.5uM						
set48_332	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	OMIPALISIB	10uM						
set48_354	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	PD0325901	0.625uM						
set48_355	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	PD0325901	2.5uM						
set48_356	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	PD0325901	10uM						
set48_378	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	MK2206	0.625uM						
set48_379	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	MK2206	2.5uM						
set48_380	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	MK2206	10uM						
set48_402	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	RAPAMYCIN	0.625uM						
set48_403	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	RAPAMYCIN	2.5uM						
set48_404	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		No IL3	RAPAMYCIN	10uM						
set48_334	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	OMIPALISIB	0.625uM						
set48_335	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	OMIPALISIB	2.5uM						
set48_336	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	OMIPALISIB	10uM						
set48_358	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	PD0325901	0.625uM						
set48_359	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	PD0325901	2.5uM						
set48_360	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	PD0325901	10uM						
set48_382	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	MK2206	0.625uM						
set48_383	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	MK2206	2.5uM						
set48_384	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	MK2206	10uM						
set48_406	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	RAPAMYCIN	0.625uM						
set48_407	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	RAPAMYCIN	2.5uM						
set48_408	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	4hr		with IL3	RAPAMYCIN	10uM						
set48_426	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	OMIPALISIB	0.625uM						
set48_427	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	OMIPALISIB	2.5uM						
set48_428	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	OMIPALISIB	10uM						
set48_451	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	PD0325901	2.5uM						
set48_452	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	PD0325901	10uM						
set48_476	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	MK2206	10uM						
set48_498	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	RAPAMYCIN	0.625uM						
set48_499	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	RAPAMYCIN	2.5uM						
set48_500	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	RAPAMYCIN	10uM						
set48_618	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	OMIPALISIB	0.625uM						
set48_619	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	OMIPALISIB	2.5uM						
set48_620	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	OMIPALISIB	10uM						
set48_643	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	PD0325901	2.5uM						
set48_644	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	PD0325901	10uM						
set48_668	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	MK2206	10uM						
set48_690	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	RAPAMYCIN	0.625uM						
set48_691	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	RAPAMYCIN	2.5uM						
set48_692	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		No IL3	RAPAMYCIN	10uM						
set48_430	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	OMIPALISIB	0.625uM						
set48_431	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	OMIPALISIB	2.5uM						
set48_432	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	OMIPALISIB	10uM						
set48_454	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	PD0325901	0.625uM						
set48_455	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	PD0325901	2.5uM						
set48_456	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	PD0325901	10uM						
set48_480	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	MK2206	10uM						
set48_502	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	RAPAMYCIN	0.625uM						
set48_503	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	RAPAMYCIN	2.5uM						
set48_504	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	RAPAMYCIN	10uM						
set48_622	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	OMIPALISIB	0.625uM						
set48_623	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	OMIPALISIB	2.5uM						
set48_624	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	OMIPALISIB	10uM						
set48_646	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	PD0325901	0.625uM						
set48_647	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	PD0325901	2.5uM						
set48_648	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	PD0325901	10uM						
set48_672	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	MK2206	10uM						
set48_694	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	RAPAMYCIN	0.625uM						
set48_695	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	RAPAMYCIN	2.5uM						
set48_696	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	24hr		with IL3	RAPAMYCIN	10uM						
set48_522	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	OMIPALISIB	0.625uM						
set48_523	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	OMIPALISIB	2.5uM						
set48_524	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	OMIPALISIB	10uM						
set48_546	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	PD0325901	0.625uM						
set48_547	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	PD0325901	2.5uM						
set48_548	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	PD0325901	10uM						
set48_570	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	MK2206	0.625uM						
set48_571	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	MK2206	2.5uM						
set48_572	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	MK2206	10uM						
set48_594	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	RAPAMYCIN	0.625uM						
set48_595	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	RAPAMYCIN	2.5uM						
set48_596	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		No IL3	RAPAMYCIN	10uM						
set48_526	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	OMIPALISIB	0.625uM						
set48_527	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	OMIPALISIB	2.5uM						
set48_528	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	OMIPALISIB	10uM						
set48_550	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	PD0325901	0.625uM						
set48_551	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	PD0325901	2.5uM						
set48_552	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	PD0325901	10uM						
set48_574	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	MK2206	0.625uM						
set48_575	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	MK2206	2.5uM						
set48_576	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	MK2206	10uM						
set48_598	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	RAPAMYCIN	0.625uM						
set48_599	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	RAPAMYCIN	2.5uM						
set48_600	set48	Gordon B. Mills	BAF3 PIK3R1 I177N	30min		with IL3	RAPAMYCIN	10uM						
set49_28	set49	Michael Davies	UCSD354L	0.5hr			DMSO	250nM						
set49_29	set49	Michael Davies	UCSD354L	0.5hr			DMSO	250nM						
set49_30	set49	Michael Davies	UCSD354L	0.5hr			DMSO	250nM						
set49_73	set49	Michael Davies	UCSD354L	3hr			DMSO	250nM						
set49_74	set49	Michael Davies	UCSD354L	3hr			DMSO	250nM						
set49_75	set49	Michael Davies	UCSD354L	3hr			DMSO	250nM						
set49_103	set49	Michael Davies	UCSD354L	12hr			DMSO	250nM						
set49_104	set49	Michael Davies	UCSD354L	12hr			DMSO	250nM						
set49_105	set49	Michael Davies	UCSD354L	12hr			DMSO	250nM						
set49_148	set49	Michael Davies	UCSD354L	24hr			DMSO	250nM						
set49_149	set49	Michael Davies	UCSD354L	24hr			DMSO	250nM						
set49_150	set49	Michael Davies	UCSD354L	24hr			DMSO	250nM						
set49_193	set49	Michael Davies	WM2664	0.5hr			DMSO	250nM						
set49_194	set49	Michael Davies	WM2664	0.5hr			DMSO	250nM						
set49_195	set49	Michael Davies	WM2664	0.5hr			DMSO	250nM						
set49_223	set49	Michael Davies	WM2664	3hr			DMSO	250nM						
set49_224	set49	Michael Davies	WM2664	3hr			DMSO	250nM						
set49_225	set49	Michael Davies	WM2664	3hr			DMSO	250nM						
set49_268	set49	Michael Davies	WM2664	12hr			DMSO	250nM						
set49_269	set49	Michael Davies	WM2664	12hr			DMSO	250nM						
set49_270	set49	Michael Davies	WM2664	12hr			DMSO	250nM						
set49_313	set49	Michael Davies	WM2664	24hr			DMSO	250nM						
set49_314	set49	Michael Davies	WM2664	24hr			DMSO	250nM						
set49_315	set49	Michael Davies	WM2664	24hr			DMSO	250nM						
set49_343	set49	Michael Davies	WM1799	0.5hr			DMSO	250nM						
set49_344	set49	Michael Davies	WM1799	0.5hr			DMSO	250nM						
set49_345	set49	Michael Davies	WM1799	0.5hr			DMSO	250nM						
set49_388	set49	Michael Davies	WM1799	3hr			DMSO	250nM						
set49_389	set49	Michael Davies	WM1799	3hr			DMSO	250nM						
set49_390	set49	Michael Davies	WM1799	3hr			DMSO	250nM						
set49_433	set49	Michael Davies	WM1799	12hr			DMSO	250nM						
set49_434	set49	Michael Davies	WM1799	12hr			DMSO	250nM						
set49_435	set49	Michael Davies	WM1799	12hr			DMSO	250nM						
set49_463	set49	Michael Davies	WM1799	24hr			DMSO	250nM						
set49_464	set49	Michael Davies	WM1799	24hr			DMSO	250nM						
set49_465	set49	Michael Davies	WM1799	24hr			DMSO	250nM						
set49_508	set49	Michael Davies	MEL624	0.5hr			DMSO	250nM						
set49_509	set49	Michael Davies	MEL624	0.5hr			DMSO	250nM						
set49_510	set49	Michael Davies	MEL624	0.5hr			DMSO	250nM						
set49_553	set49	Michael Davies	MEL624	3hr			DMSO	250nM						
set49_554	set49	Michael Davies	MEL624	3hr			DMSO	250nM						
set49_555	set49	Michael Davies	MEL624	3hr			DMSO	250nM						
set49_583	set49	Michael Davies	MEL624	12hr			DMSO	250nM						
set49_584	set49	Michael Davies	MEL624	12hr			DMSO	250nM						
